expr1,Target name,RA,DEC,Instrument,Observing Mode,Access Status,Processing Level,Start Time,duration
8528585,MACSJ0317.9-4414,49.49450678,-44.2416764,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,1/2/2012 3:03,169
8529723,MACSJ0326.8-0043,51.70293376,-0.730697471,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,3/1/2012 5:10,169
8613866,MACSJ0329.6-0211,52.41737468,-2.200362735,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL3_PROCESSED,2/20/2011 13:10,169
8528378,MACSJ0331.1-2100,52.78159779,-21.00809189,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,1/28/2012 0:20,169
8522765,MACSJ0332.8-8452,53.1813871,-84.8871509,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,2/24/2011 11:15,169
8522770,MACSJ0352.1-7358,58.03338979,-73.98748099,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,2/24/2011 10:51,169
8529785,MACSJ0358.8-2955,59.71036103,-29.9272366,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,3/1/2012 7:16,169
8522768,MACSJ0359.1-7205,59.77641126,-72.09459744,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,2/24/2011 10:55,169
8528318,MACSJ0404.2-2703,61.05822219,-27.06392976,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,1/28/2012 1:00,169
8529805,MACSJ0404.5-2422,61.14574665,-24.37818371,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,3/1/2012 7:11,169
8529424,MACSJ0404.6+1109,61.15784278,11.15437916,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,3/1/2012 18:12,169
8526429,MACSJ0406.0-4916,61.51255987,-49.26290719,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/23/2011 12:50,169
8529447,MACSJ0409.2+1108,62.30502261,11.14108049,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,3/1/2012 18:16,169
8529750,MACSJ0415.8-1132,63.97233087,-11.55081302,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,3/1/2012 6:40,169
8614301,MACSJ0416.1-2403,64.03888186,-24.07048882,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL3_PROCESSED,3/1/2012 6:59,169
8529699,MACSJ0417.5-1154,64.38814076,-11.90670762,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,3/1/2012 6:44,169
8614331,MACSJ0429.6-0253,67.39812099,-2.886478243,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL3_PROCESSED,3/1/2012 17:34,169
8525664,MACSJ0434.7-2915,68.697786,-29.25134011,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,8/16/2011 14:42,169
8529423,MACSJ0437.1+0043,69.28909501,0.72473006,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,3/1/2012 17:39,169
8529510,MACSJ0439.0+0520,69.75656111,5.345521536,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,3/1/2012 17:44,169
8529428,MACSJ0439.0+0716,69.75337768,7.269563514,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,3/1/2012 17:48,169
8525909,MACSJ0439.2-4600,69.80944598,-46.00708801,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/1/2011 17:40,169
8526317,MACSJ0449.3-2848,72.34350011,-28.80936199,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/22/2011 13:52,169
8515483,MACSJ0451.9+0006,72.97957767,0.10199195,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL2_PROCESSED,2/25/2010 8:28,5803
8584900,MACSJ0451.9+0006,72.97619,0.103120407,PACS,PacsPhoto,TRUE,LEVEL2_5_PROCESSED,3/31/2010 16:42,7704
8584901,MACSJ0451.9+0006,72.97619,0.103120407,PACS,PacsPhoto,TRUE,LEVEL2_5_PROCESSED,4/1/2010 4:21,7704
8526372,MACSJ0454.1+0255,73.53991739,2.920371621,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/23/2011 12:08,169
8526373,MACSJ0455.2+0657,73.82594751,6.967025237,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/23/2011 12:00,169
8526312,MACSJ0505.5-6144,76.38633985,-61.74381482,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/22/2011 13:17,169
8526294,MACSJ0510.2-4519,77.56879528,-45.31918215,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/22/2011 13:41,169
8525918,MACSJ0510.4+0220,77.62149338,2.349629553,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/1/2011 16:58,169
8525932,MACSJ0510.7-0801,77.68568825,-8.017085249,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/1/2011 17:08,169
8526292,MACSJ0516.5-5431,79.14656128,-54.51249601,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/22/2011 13:27,169
8526434,MACSJ0520.7-1328,80.17916438,-13.47881455,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/23/2011 12:36,169
8526201,MACSJ0521.4-2754,80.36175546,-27.91124733,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/22/2011 13:57,169
8526290,MACSJ0525.8-4714,81.46026101,-47.24385085,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/22/2011 13:32,169
8525934,MACSJ0525.9-3034,81.47368455,-30.58036767,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/1/2011 14:50,169
8525663,MACSJ0528.9-3928,82.23144414,-39.46215355,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,8/16/2011 14:32,169
8525942,MACSJ0529.7-3145,82.4485468,-31.7459769,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/1/2011 14:54,169
8525729,MACSJ0530.6-2227,82.65996764,-22.44883684,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,8/20/2011 13:48,169
8613874,MACSJ0531.4-7511,82.86944799,-75.19024568,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL3_PROCESSED,2/24/2011 11:09,169
8526550,MACSJ0532.4-1132,83.10479684,-11.53194025,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/23/2011 12:28,169
8525660,MACSJ0532.9-3701,83.23177441,-37.02112082,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,8/16/2011 14:36,169
8525659,MACSJ0536.1-3945,84.04788228,-39.75881666,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,8/16/2011 14:28,169
8525661,MACSJ0547.0-3904,86.75724318,-39.06845867,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,8/16/2011 14:23,169
8525936,MACSJ0547.6-3152,86.91130843,-31.86983293,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/1/2011 14:59,169
8526517,MACSJ0549.3-6205,87.33401669,-62.08041604,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/23/2011 13:01,169
8525956,MACSJ0553.4-3342,88.36099116,-33.70520031,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/1/2011 15:03,169
8525742,MACSJ0554.1-2757,88.54312006,-27.9523105,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,8/20/2011 13:37,169
8527019,MACSJ0600.1-2008,90.04227494,-20.13491989,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,10/11/2011 1:55,169
8525669,MACSJ0600.2-4353,90.05907075,-43.89260444,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,8/16/2011 14:18,169
8525951,MACSJ0605.8-3517,91.46897908,-35.29490231,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/1/2011 15:08,169
8525730,MACSJ0611.8-3036,92.95016462,-30.60991648,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,8/20/2011 13:32,169
8525692,MACSJ0628.8-4143,97.20437744,-41.72055708,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,8/20/2011 13:18,169
8525935,MACSJ0637.3-4828,99.33294223,-48.47321395,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/1/2011 15:18,169
8526374,MACSJ0645.4-5413,101.3725878,-54.22134437,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/23/2011 13:27,169
8516417,MACSJ0717.5+3745,109.3816424,37.75430231,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL2_PROCESSED,3/28/2010 11:31,5786
8590499,MACSJ0717.5+3745,109.3797572,37.7517122,PACS,PacsPhoto,TRUE,LEVEL2_5_PROCESSED,4/20/2011 4:05,7704
8590501,MACSJ0717.5+3745,109.3797572,37.7517122,PACS,PacsPhoto,TRUE,LEVEL2_5_PROCESSED,4/20/2011 6:15,7704
8526497,MACSJ0723.3-7327,110.8314829,-73.45396596,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/23/2011 13:08,169
8526246,MACSJ0741.7+7414,115.4343441,74.24106216,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/21/2011 21:21,169
8526556,MACSJ0751.4+1730,117.8537648,17.5146772,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/22/2011 15:11,169
8526330,MACSJ0811.2+7003,122.7967057,70.04627459,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/21/2011 21:01,169
8526983,MACSJ0822.1+4706,125.5404137,47.09503912,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,10/11/2011 13:01,169
8526530,MACSJ0834.9+5534,128.7229679,55.5682926,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/23/2011 10:48,169
8526946,MACSJ0840.5+0544,130.1332726,5.742217247,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,10/10/2011 23:37,169
8613778,MACSJ0842.9+2927,130.7329822,29.45640367,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL3_PROCESSED,10/10/2011 20:47,169
8526927,MACSJ0845.4+0327,131.374196,3.453213356,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,10/10/2011 23:50,169
8526579,MACSJ0847.7+7741,131.9362631,77.69170887,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/23/2011 9:55,169
8527009,MACSJ0850.1+3604,132.5466375,36.07098297,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,10/10/2011 17:43,169
8526430,MACSJ0856.1+5418,134.0377044,54.30467279,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/22/2011 18:35,169
8526982,MACSJ0911.2+1746,137.7999239,17.77623877,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,10/10/2011 21:47,169
8530836,MACSJ0913.7+4056,138.439384,40.94183182,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,5/11/2012 17:06,169
8576461,MACSJ0913.7+4056,138.4421222,40.93900671,PACS,PacsLineSpec,TRUE,LEVEL2_PROCESSED,11/11/2012 3:58,3784
8632596,MACSJ0913.7+4056,138.4386369,40.93732347,PACS,PacsPhoto,TRUE,LEVEL3_PROCESSED,11/5/2012 21:10,571
8632597,MACSJ0913.7+4056,138.4397908,40.9380019,PACS,PacsPhoto,TRUE,LEVEL3_PROCESSED,11/5/2012 21:21,571
8632598,MACSJ0913.7+4056,138.4397908,40.9380019,PACS,PacsPhoto,TRUE,LEVEL3_PROCESSED,11/5/2012 21:31,571
8632599,MACSJ0913.7+4056,138.4386369,40.93732347,PACS,PacsPhoto,TRUE,LEVEL3_PROCESSED,11/5/2012 21:42,571
8530848,MACSJ0922.1+0345,140.5343851,3.763212081,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,5/11/2012 15:19,169
8530886,MACSJ0924.1+1410,141.0236821,14.16791354,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,5/11/2012 16:27,169
8530878,MACSJ0940.9+0744,145.2290318,7.74000163,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,5/11/2012 15:56,169
8531250,MACSJ0942.0+0857,145.5055667,8.965146596,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,6/3/2012 14:06,169
8526569,MACSJ0947.2+7623,146.7898257,76.38421686,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/23/2011 9:41,169
8531251,MACSJ0949.8+1708,147.4708731,17.13563096,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,6/3/2012 14:35,169
8528749,MACSJ0958.3-1103,149.5950647,-11.06219639,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,12/18/2011 1:08,169
8531287,MACSJ0959.8+2223,149.9523172,22.39456857,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,6/3/2012 15:02,169
8526365,MACSJ1003.1+6710,150.7536995,67.17170362,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/23/2011 10:10,169
8531294,MACSJ1006.9+3200,151.7282003,32.01883333,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,6/3/2012 15:18,169
8526970,MACSJ1022.4+5006,155.6164176,50.10556041,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,10/11/2011 12:53,169
8527178,MACSJ1023.6+4908,155.9147108,49.1385261,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,10/23/2011 17:06,169
8528815,MACSJ1023.8-2715,155.9653207,-27.25423019,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,12/17/2011 23:36,169
8528758,MACSJ1031.6-2607,157.9108105,-26.12173042,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,12/17/2011 23:32,169
8531314,MACSJ1031.7+3503,157.9321633,35.04445766,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,6/3/2012 15:13,169
8528748,MACSJ1044.5-0704,161.1351553,-7.067777692,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,12/18/2011 1:26,169
8528708,MACSJ1105.7-1014,166.4442546,-10.24105028,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,12/18/2011 1:35,169
8528771,MACSJ1108.8+0906,167.2272073,9.100266138,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,12/18/2011 4:11,169
8528752,MACSJ1113.3+1735,168.3390983,17.5926963,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,12/18/2011 3:58,169
8526969,MACSJ1114.3+5823,168.5872781,58.38588773,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,10/11/2011 12:12,169
8524987,MACSJ1115.2+5320,168.806564,53.341575,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,6/15/2011 19:10,169
8613993,MACSJ1115.8+0129,168.9687707,1.497823377,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL3_PROCESSED,6/28/2011 15:34,169
8528667,MACSJ1123.9+2129,170.9912177,21.48480477,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,12/18/2011 3:48,169
8528818,MACSJ1124.5+4351,171.1302484,43.8543529,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,12/18/2011 8:52,169
8614225,MACSJ1130.3-1434,172.6013903,-14.58045769,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL3_PROCESSED,12/18/2011 1:41,169
8528664,MACSJ1131.8-1955,172.9758115,-19.92719718,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,12/18/2011 1:52,169
8528673,MACSJ1140.5-2122,175.1356475,-21.36705554,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,12/18/2011 1:56,169
8528773,MACSJ1141.6-1905,175.4243609,-19.09202385,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,12/18/2011 2:00,169
8613586,MACSJ1142.4+5831,175.5946265,58.52868772,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL3_PROCESSED,10/11/2011 12:08,169
8525202,MACSJ1157.3+3336,179.3265318,33.61666144,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,6/28/2011 16:19,169
8528658,MACSJ1200.3+0320,180.0898992,3.334593413,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,12/18/2011 4:53,169
8525191,MACSJ1201.2+2306,180.3194634,23.10957661,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,6/28/2011 18:06,169
8528564,MACSJ1203.2-2131,180.8146719,-21.52255172,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,1/2/2012 1:01,169
8614223,MACSJ1206.2-0847,181.5551891,-8.794940038,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL3_PROCESSED,12/18/2011 2:14,169
8525217,MACSJ1218.4+4012,184.6170397,40.2188468,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,6/28/2011 17:35,169
8525220,MACSJ1229.0+4737,187.2584814,47.62708882,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,6/28/2011 17:15,169
8528704,MACSJ1234.2-3856,188.5710192,-38.9402657,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,12/17/2011 20:57,169
8614085,MACSJ1236.9+6311,189.2329083,63.18642295,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL3_PROCESSED,9/22/2011 20:19,169
8614219,MACSJ1246.1-2547,191.540786,-25.78142334,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL3_PROCESSED,12/17/2011 20:45,169
8525415,MACSJ1254.6-0644,193.6622985,-6.732129239,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,7/31/2011 13:10,169
8527378,MACSJ1258.0+4702,194.4990038,47.04108084,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,11/9/2011 16:09,169
8528650,MACSJ1258.6-0145,194.6717932,-1.76034369,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,1/1/2012 21:35,169
8528706,MACSJ1259.3-0411,194.8393482,-4.191921762,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,12/17/2011 19:30,169
8528768,MACSJ1303.7-2415,195.9312591,-24.24972455,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,12/17/2011 20:40,169
8527380,MACSJ1306.8+4633,196.7166132,46.55092621,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,11/9/2011 16:13,169
8614211,MACSJ1311.0-0310,197.7531211,-3.175805151,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL3_PROCESSED,12/17/2011 19:26,169
8528568,MACSJ1314.3-2515,198.5991707,-25.25426337,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,1/2/2012 0:50,169
8526527,MACSJ1314.4+6434,198.5890471,64.57805407,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/22/2011 20:28,169
8528537,MACSJ1317.2-3821,199.3076702,-38.36368981,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,1/2/2012 1:32,169
8526442,MACSJ1319.9+7003,199.9808223,70.06037553,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/23/2011 8:07,169
8528578,MACSJ1324.3+0419,201.0832287,4.318807124,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,1/1/2012 21:15,169
8528614,MACSJ1325.1-2013,201.2758917,-20.22966692,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,1/1/2012 22:05,169
8613640,MACSJ1327.0+0212,201.7656797,2.202852178,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL3_PROCESSED,1/1/2012 21:11,169
8527397,MACSJ1328.2+5244,202.0563696,52.73182011,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,11/9/2011 16:33,169
8528539,MACSJ1332.3-1312,203.0760032,-13.20836486,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,1/1/2012 21:46,169
8528827,MACSJ1350.3+0940,207.59047,9.667962466,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,12/17/2011 18:36,169
8526395,MACSJ1354.6+7715,208.6473632,77.25289235,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/23/2011 8:13,169
8528613,MACSJ1359.1-1929,209.7909882,-19.48453794,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,1/2/2012 0:28,169
8612691,MACSJ1411.3+5212,212.8295888,52.21414004,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL3_PROCESSED,10/11/2011 10:58,169
8618224,MACSJ1415.1-3926,213.7888414,-39.43824402,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,1/28/2012 1:24,169
8528560,MACSJ1421.6+3717,215.4174604,37.28747304,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,1/1/2012 16:10,169
8584069,MACSJ1423.8+2404,215.9496882,24.0782775,PACS,PacsPhoto,TRUE,LEVEL2_5_PROCESSED,12/18/2009 22:48,9850
8617980,MACSJ1423.8+2404,215.9447593,24.07607652,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL2_PROCESSED,12/16/2009 2:22,6636
8621594,MACSJ1423.8+2404,215.9496882,24.0782775,PACS,PacsPhoto,TRUE,LEVEL2_5_PROCESSED,12/18/2009 20:03,9850
8527393,MACSJ1427.2+4407,216.8053181,44.12267328,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,11/9/2011 17:42,169
8528267,MACSJ1427.6-2521,216.9194954,-25.35053563,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,1/14/2012 16:44,169
8528384,MACSJ1446.8-3413,221.7214903,-34.2215738,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,1/28/2012 1:38,169
8528597,MACSJ1447.4+0827,221.8552082,8.457163966,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,1/1/2012 18:04,169
8526574,MACSJ1452.9+5802,223.2223247,58.05018975,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/22/2011 21:25,169
8528402,MACSJ1459.4+0320,224.8572341,3.337926764,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,1/28/2012 4:06,169
8528366,MACSJ1459.4-1810,224.870739,-18.17615491,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,1/28/2012 1:59,169
8534724,MACSJ1500.3+2122,225.0843998,21.3673128,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,1/3/2012 5:44,169
8528605,MACSJ1501.3+4221,225.3438624,42.34725048,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,1/1/2012 15:35,169
8528313,MACSJ1510.9+0544,227.7349331,5.739540459,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,1/28/2012 4:33,169
8532351,MACSJ1514.9-1523,228.757239,-15.40165886,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,8/9/2012 14:00,169
8534740,MACSJ1522.4+2742,230.6053554,27.70534023,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,1/3/2012 5:49,169
8529455,MACSJ1524.2-3154,231.0577486,-31.90608819,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,3/2/2012 10:11,169
8528383,MACSJ1526.7+1647,231.683,16.78769019,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,1/28/2012 5:42,169
8614210,MACSJ1532.8+3021,233.2192874,30.34791927,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL3_PROCESSED,12/17/2011 16:23,169
8526414,MACSJ1539.7+3424,234.9136467,34.42764772,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/23/2011 0:32,169
8528369,MACSJ1540.1-0318,235.0308393,-3.307312944,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,1/28/2012 3:14,169
8529810,MACSJ1546.0-1408,236.5045982,-14.14564972,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,2/29/2012 17:43,169
8528419,MACSJ1551.9-0207,237.9867263,-2.129241361,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,1/28/2012 3:18,169
8526367,MACSJ1556.1+6621,239.0344646,66.36100289,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/23/2011 7:48,169
8529815,MACSJ1558.3-1410,239.595865,-14.16907171,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,2/29/2012 17:39,169
8526507,MACSJ1558.3+2713,239.585592,27.23386831,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/23/2011 1:27,169
8528342,MACSJ1600.0-0354,240.0042183,-3.908965445,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,1/28/2012 3:23,169
8526580,MACSJ1615.7-0608,243.9413595,-6.142867663,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/23/2011 2:48,169
8526566,MACSJ1617.5-0716,244.3856288,-7.264833494,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/23/2011 2:52,169
8526526,MACSJ1621.3+3810,245.3450735,38.17160738,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/23/2011 0:09,169
8526474,MACSJ1625.7-0830,246.4430628,-8.510137657,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/23/2011 3:00,169
8526370,MACSJ1632.7+0534,248.1911826,5.576094336,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/23/2011 3:18,169
8526485,MACSJ1636.4+0309,249.1146173,3.153367101,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/23/2011 3:10,169
8526425,MACSJ1644.9+0139,251.2399514,1.666809187,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/23/2011 3:06,169
8526552,MACSJ1651.1+0459,252.7801649,4.995685313,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/23/2011 3:26,169
8526475,MACSJ1652.3+5534,253.0825764,55.5881041,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/23/2011 7:25,169
